gameId,userColor,moveNumber,san,sacrifice,sacSquare,playedEval,evalLoss,quietAlt,margin,shape,accepted,admitted,fresh,standing,rejectedBy,label
72369273649,w,20,Na3,0,,-456,26,-430,-26,direct,false,allow,3.2,1,sound,0
72369273649,w,21,Re1,0,,-446,25,-421,-25,direct,true,allow,0,3.2,sound,0
72369273649,w,23,Bc3,3.2,c3,12,2,14,-2,direct,false,offer,0,0,sound,1
72221529153,b,17,Rh7,0,,-346,209,-137,-209,direct,true,allow,2,0,sound,0
72221529153,b,19,Nb4,3,b4,-548,333,-215,-333,direct,true,offer,0,0,sound,0
72221529153,b,24,Qc6,0,,-325,-19,-344,19,direct,false,allow,2,0,sound,0
72221529153,b,27,Qd5,0,,-591,259,-332,-259,direct,true,allow,2,0,sound,0
72221529153,b,30,Qa2,9,a2,-939,521,-418,-521,direct,true,offer,2,0,sound,0
72221529153,b,31,cxb6,0,,-965,226,,,direct,true,allow,0,9,sound,0
72221529153,b,44,Rg7,5,g7,-99990,70,,,direct,true,offer,0,1,sound,0
72131254071,w,6,Nxd4,3,d4,-368,290,-78,-290,direct,true,offer,0,0,sound,0
72131254071,w,12,Bxd5,3.2,d5,-544,117,-427,-117,direct,false,offer,0,0,sound,0
72131254071,w,15,Ke2,0,,-943,122,-821,-122,direct,false,allow,2,0,sound,0
72130559225,w,20,Qh7+,9,h7,-321,1314,993,-1314,direct,true,offer,0,0,sound,0
72130559225,w,25,Bg4,3,g4,-635,690,55,-690,direct,false,offer,3,0,sound,0
72130559225,w,26,Kxf1,-5,,-630,-33,-852,222,direct,false,allow,0,3,sound,0
72130559225,w,29,Re1,0,,4,173,177,-173,direct,true,allow,3.2,0,sound,0
72130559225,w,30,Kg2,0,,-306,306,0,-306,direct,true,allow,3,0,sound,0
72130559225,w,33,Kg4,0,,-710,7,-715,5,direct,true,allow,5,0,sound,0
72012130191,b,12,Qg5,9,g5,-525,1304,779,-1304,direct,true,offer,0,0,sound,0
72012130191,b,13,h4,0,,-643,156,-487,-156,direct,true,allow,3,0,sound,0
72012130191,b,23,Nd4+,3,d4,596,19,237,359,direct,true,offer,0,0,,1
72012130191,b,24,Bxb7,-9,,651,188,839,-188,direct,true,allow,0,3,strong,0
72012130191,b,27,Be4,0,,534,132,606,-72,direct,true,allow,3,0,strong,0
72012130191,b,28,Bxa3,0,,520,22,542,-22,direct,true,allow,0,3,necessary,0
72012130191,b,29,Bb2,1,a7,504,70,574,-70,discovered,false,allow,0,3,necessary,0
72012130191,b,34,c2,0,,765,-3,703,62,direct,false,allow,3.2,0,,0
72012130191,b,43,Qc2+,0,,99970,0,99970,0,direct,false,allow,3,0,necessary,0
72011166495,w,11,b4,1,b4,-281,519,238,-519,direct,true,allow,3,0,sound,0
72011166495,w,12,bxa5,-3,,-278,10,-292,14,direct,true,allow,3,0,sound,0
72011166495,w,17,Qd5,3.2,e1,-471,110,-361,-110,discovered,true,offer,0,1.8,sound,0
72011166495,w,20,exf6,2,e1,-781,1299,442,-1223,discovered,true,offer,9,0,sound,0
71922350989,b,22,Qf3+,6.8,f3,1746,98244,99990,-98244,direct,true,offer,0,0,strong,0
71922350989,b,30,Rd8,0,,4213,95747,99960,-95747,direct,true,allow,5,0,strong,0
71922350989,b,36,Rxh4,5,h4,99990,-10,99970,20,direct,true,offer,0,0,necessary,0
71922350989,b,41,Bb4+,0,,3578,244,3822,-244,direct,true,allow,3,0,strong,0
71804494263,b,10,Ng4,3,g4,79,129,208,-129,direct,false,offer,0,0,strong,0
71803918715,w,12,Qf2,0,,-482,235,-247,-235,direct,true,allow,2,0,sound,0
71803918715,w,14,Kd1,0,,-810,45,-765,-45,direct,false,allow,5,0,sound,0
71803918715,w,17,Nb5,3,b5,-925,199,-726,-199,direct,true,offer,0,0,sound,0
71803918715,w,20,Ke1,5,a1,-99980,98978,-1002,-98978,discovered,false,offer,1,0,sound,0
71803918715,w,21,Kf2,5,h1,-1550,-191,,,discovered,true,offer,1,0,sound,0
71588623427,b,16,Bxf2+,3.2,f2,-442,750,308,-750,direct,true,offer,0,0,sound,0
71588623427,b,19,Bd3,3.2,d3,-594,167,-427,-167,direct,true,offer,0,0,sound,0
71588623427,b,20,Qh4,9,h4,-911,313,-598,-313,direct,true,offer,0,0,sound,0
71533522913,b,10,Kd8,0,,-71,14,,,direct,true,allow,0,3,sound,0
71533522913,b,13,Qxa2,5.8,a2,-752,309,-456,-296,direct,true,offer,0,0,sound,0
71533522913,b,25,Qd2+,9,d2,532,64,596,-64,direct,true,offer,0,0,necessary,0
71533522913,b,30,Kc7,0,,499,26,507,-8,direct,true,allow,3.2,0,necessary,0
71443466943,b,7,Nxh2,3,h2,-260,408,148,-408,direct,false,offer,0,0,sound,0
71443466943,b,15,Kf7,9,d8,-1249,837,-412,-837,discovered,true,offer,0,0,sound,0
71443466943,b,18,Qc7,0,,-642,177,-465,-177,direct,true,allow,5,1,sound,0
71350094733,b,5,Nxd5,3,d5,-471,352,-119,-352,direct,true,offer,0,0,sound,0
71350094733,b,18,Be6,0,,-475,380,-95,-380,direct,true,allow,3,1,sound,0
71350094733,b,19,Qa6,0,,-517,668,151,-668,direct,true,allow,0.2,3,sound,0
71350094733,b,20,O-O-O,0,,-439,451,12,-451,direct,false,allow,0,3,sound,0
71350094733,b,21,Qxa5,0,e6,-469,503,34,-503,discovered,false,allow,0,3,sound,0
71350094733,b,28,Kb8,5,d7,-1157,456,-701,-456,discovered,true,offer,0,0,sound,0
71326434247,w,19,Bxg5+,2.2,g5,-296,435,139,-435,direct,true,offer,0,0,sound,0
71326434247,w,21,Rd5+,2,d5,-152,687,535,-687,direct,true,offer,0,0,sound,0
71326434247,w,23,Bd6+,2.2,d6,692,84,776,-84,direct,false,offer,0,0,necessary,0
71326434247,w,30,Qe6+,9,e6,-262,1105,843,-1105,direct,true,offer,0,0,sound,0
71320591909,w,19,Bxe7,3.2,e7,566,88,654,-88,direct,false,offer,0,0,necessary,0
71320591909,w,35,Nd6+,0,,663,303,966,-303,direct,true,allow,3,0,strong,0
71283881601,b,11,c4,1,c4,-537,297,-240,-297,direct,true,allow,6,0,sound,0
71283881601,b,16,g5,0,,-504,62,-442,-62,direct,true,allow,3,0,sound,0
71283881601,b,29,Nxh3,3.2,e6,288,420,708,-420,discovered,true,offer,0,0,strong,0
71283881601,b,31,Rc2,5,c2,174,967,1141,-967,direct,true,offer,0,0,strong,0
71283881601,b,35,Rxh1,-5,,99,551,650,-551,direct,true,allow,2.8,0,strong,0
70987385835,b,10,Kd7,3,f5,-594,397,-197,-397,discovered,true,offer,0.2,0,sound,0
70987385835,b,13,Kf6,0,,-653,26,-657,4,direct,true,allow,3.2,0,sound,0
70987385835,b,14,Bxf5,-3,,-370,429,59,-429,direct,true,allow,0,3.2,sound,0
70987385835,b,15,Qd6,0,,-257,154,-103,-154,direct,false,allow,0,2.2,sound,0
70987385835,b,19,Qxd4,0,,-419,12,-407,-12,direct,false,allow,2.2,0,sound,0
70984384265,w,13,O-O,3,e2,-73,358,285,-358,discovered,true,offer,0,0,sound,0
70984384265,w,16,Qf4,0,,-615,522,-93,-522,direct,true,allow,2.2,0,sound,0
70984384265,w,23,Qe8+,9,e8,-826,257,-569,-257,direct,true,offer,0,0,sound,0
70984051877,b,3,Ne7,0,,-587,64,-523,-64,direct,true,allow,5,0,sound,0
70984051877,b,4,Ng8,3,g8,-701,90,-611,-90,direct,true,offer,1,0,sound,0
70984051877,b,7,Qf4,9,f4,-1367,575,-792,-575,direct,true,offer,0,0,sound,0
70932728211,w,8,bxc5,-3.2,,-16,31,-26,10,direct,true,allow,3,0,sound,0
70932728211,w,9,Nf3,0,,-368,356,-12,-356,direct,true,allow,3.2,0,sound,0
70932728211,w,15,Qd7,9,d7,-861,827,-34,-827,direct,true,offer,1,0,sound,0
70929336507,b,9,Qa5,3,f6,-425,665,240,-665,discovered,true,offer,0,0,sound,0
70929336507,b,13,Bxf6,0.2,f6,-99950,99734,-216,-99734,direct,false,allow,5,0,sound,0
70929336507,b,14,O-O,0,,43,-10,-166,209,direct,false,allow,1,5,,0
70929336507,b,16,Qa2,0,,123,135,258,-135,direct,false,allow,5,0,strong,0
70929336507,b,19,Qc2,1,e5,-425,650,225,-650,discovered,false,allow,5,0,sound,0
70929336507,b,20,b2,0,,-119,238,119,-238,direct,false,allow,0,5,sound,0
70929336507,b,21,b1=Q,4,b1,32,289,321,-289,promotion,true,offer,0,5,strong,0
70929336507,b,22,Qxd3+,9,d3,468,1128,1596,-1128,direct,true,offer,0,0,strong,0
70929336507,b,23,Qc1+,9,c1,-743,1199,456,-1199,direct,true,offer,0,0,sound,0
70929336507,b,24,Qxh1,-5,,453,-3,308,145,direct,false,allow,5,0,,0
70929336507,b,25,Re8,0,,495,136,631,-136,direct,true,allow,0,5,strong,0
70929336507,b,26,Qc1,0,,577,230,807,-230,direct,false,allow,0,5,strong,0
70929336507,b,27,Bxc4,0,,624,101,725,-101,direct,false,allow,3,0,necessary,0
70929336507,b,33,d5,1,d5,3870,96070,99940,-96070,direct,true,allow,3,0,strong,0
70929121583,b,19,Nxd4,3,d4,-99970,100373,403,-100373,direct,false,offer,5,0,sound,0
70929121583,b,20,Ke7,0,,-663,22,-699,36,direct,true,allow,1,3,sound,0
70929121583,b,27,Kc6,9,c4,-603,-2,,,discovered,true,offer,0,1,sound,0
70921312263,b,12,e6,0,,-160,417,257,-417,direct,true,allow,3,0,sound,0
70921312263,b,18,Rg8,5,g8,328,632,960,-632,direct,false,offer,0,0,strong,0
70921312263,b,35,Qxc2,0,,723,99257,99980,-99257,direct,true,allow,2.2,0,strong,0
70921312263,b,36,Nb6,1,c5,621,322,943,-322,discovered,true,allow,0,2.2,strong,0
70921312263,b,37,Kxb6,-9,,1025,98895,99920,-98895,direct,true,allow,0,2.2,strong,0
70888290969,w,25,Kxd4,0,,871,99079,99950,-99079,direct,false,allow,5,1,strong,0
70762293387,w,15,Qe3,6,e3,-617,403,-447,-170,direct,true,offer,0,1,sound,0
70762293387,w,17,Rae1,0,,-732,522,-210,-522,direct,false,allow,3,1,sound,0
70762293387,w,18,Rxf3,2,f3,-693,-21,,,direct,true,offer,0,1,sound,0
70762293387,w,30,Bb7+,3.2,b7,-605,220,-385,-220,direct,true,offer,0,0,sound,0
70762293387,w,31,Nd5,0,,-884,270,-614,-270,direct,true,allow,3.2,0,sound,0
70762293387,w,44,Ne6,2,e6,-4002,-95948,-99950,95948,direct,false,offer,0,1,sound,0
70762293387,w,45,Ke2,0,,-99960,0,,,direct,true,allow,0,2,sound,0
70762293387,w,46,Kf3,0,,-99980,10,-99970,-10,direct,false,allow,0,2,sound,0
70762293387,w,49,e8=Q+,9,e8,-3896,-96054,,,promotion,true,offer,0,0,sound,0
70636898879,w,6,Qh5,9,h5,-692,767,75,-767,direct,true,offer,0,0,sound,0
70636898879,w,8,Nxd8,-6,d8,-310,-39,-427,117,direct,true,allow,5,0,sound,0
70636898879,w,11,Kd1,0,,-425,8,-467,42,direct,true,allow,5,0,sound,0
70636898879,w,21,Ke2,3,b1,-822,150,-672,-150,discovered,true,offer,0,0,sound,0
70636898879,w,22,f4,1,g2,-902,264,-638,-264,discovered,true,allow,0,3,sound,0
70636898879,w,23,Rxe8,0,e8,-666,-41,-707,41,direct,false,allow,0,3,sound,0
70636898879,w,24,b4,0,,-951,241,-710,-241,direct,true,allow,0,3,sound,0
70636898879,w,40,g8=Q+,9,g8,-4298,658,-3640,-658,promotion,true,offer,0,0,sound,0
70590255599,w,19,Bf6,3.2,f6,-395,124,-271,-124,direct,true,offer,0,1,sound,0
70590255599,w,25,d4,1,d4,567,136,703,-136,direct,false,allow,2,0,strong,0
70392795647,b,14,Qxa3,-3.2,,542,39,581,-39,direct,true,allow,3.2,0,necessary,0
70392261885,w,13,Nd4,3,d4,-448,621,173,-621,direct,true,offer,0,0,sound,0
70392261885,w,14,Nxc3,-9,,493,3,-529,1022,direct,true,allow,1,3,,0
69870256327,w,13,Qe3,5.8,e3,67,583,650,-583,direct,true,offer,0,0,strong,0
69870256327,w,14,Bc4,1,g2,-640,730,90,-730,discovered,true,allow,3.2,0,sound,0
69870256327,w,25,g5,1,g5,-73,15,-186,113,direct,true,allow,3,0,sound,0
69870256327,w,26,Nd4,0,,184,148,332,-148,direct,true,allow,0,3,strong,0
69870256327,w,27,Nxc6,3,c6,-556,1061,505,-1061,direct,true,offer,0,3,sound,0
69870256327,w,29,Nxe4,5,d1,-574,923,349,-923,discovered,true,offer,0,0,sound,0
69870256327,w,46,Rd4+,0,,787,2850,3637,-2850,direct,true,allow,3,0,strong,0
69686051255,w,21,Qf2,0,,161,121,282,-121,direct,true,allow,3,0,strong,0
69686051255,w,23,exf6,-3.2,,456,70,526,-70,direct,true,allow,3,0,necessary,0
69686051255,w,24,fxe7,1,e7,654,29,683,-29,direct,false,allow,0,3,necessary,0
69686051255,w,26,Qxg6,0,,434,413,847,-413,direct,true,allow,3,0,strong,0
69686051255,w,28,Qf8+,9,f8,-375,100325,99950,-100325,direct,true,offer,0,0,sound,0
69686051255,w,30,Bd3,0,,-574,171,-403,-171,direct,true,allow,3,0,sound,0
69685394963,w,6,gxf3,-3,,-495,58,-437,-58,direct,true,allow,3.2,0,sound,0
69685394963,w,10,f4,0,,-710,165,-545,-165,direct,false,allow,5,0,sound,0
69685394963,w,22,Kh4,0,,-1431,174,-1257,-174,direct,false,allow,5,0,sound,0
69685394963,w,29,Kh4,0,,-1818,299,-1519,-299,direct,true,allow,3.2,0,sound,0
69685394963,w,30,Kg5,0,,-1837,297,-1540,-297,direct,true,allow,0,3.2,sound,0
69684366975,b,16,Bf5,3.2,f5,-221,428,207,-428,direct,true,offer,0,0,sound,0
69684366975,b,17,Rd8,0,,450,303,753,-303,direct,false,allow,0,3.2,strong,0
69626078775,w,16,Nh4,3,h4,550,228,778,-228,direct,false,offer,0,0,strong,0
69626078775,w,21,O-O,0,,603,210,813,-210,direct,true,allow,3,0,strong,0
69626078775,w,27,Be7,3.2,e7,1233,98667,99900,-98667,direct,true,offer,0,1,strong,0
69626078775,w,28,Ba3,3.2,a3,1194,98706,99900,-98706,direct,false,offer,1.8,0,strong,0
69626078775,w,31,Qe7,6,e7,797,99153,99950,-99153,direct,true,offer,0,0,strong,0
69626078775,w,48,Rc3,0,,4292,239,4531,-239,direct,true,allow,3.2,0,strong,0
69434079481,w,7,Nc5,3,c5,-502,728,226,-728,direct,false,offer,0,0,sound,0
69434079481,w,11,Nc3,0,,-575,28,-547,-28,direct,true,allow,2.2,1,sound,0
69434079481,w,13,a4,0,,-779,133,-646,-133,direct,true,allow,2,1,sound,0
69434079481,w,14,axb5,5,a1,-1093,315,-778,-315,discovered,true,offer,0,1,sound,0
69434079481,w,15,Ra4,5,a4,-1107,572,-535,-572,direct,true,offer,1,1,sound,0
69434079481,w,24,Rf1,3,e5,-1130,328,-802,-328,discovered,true,offer,0,1,sound,0
69434079481,w,25,Ke1,0,,-1335,342,-993,-342,direct,true,allow,1.8,3.2,sound,0
69434079481,w,27,Kd1,3.2,f1,-99910,95930,,,discovered,true,offer,0,1.8,sound,0
69428034285,b,22,Qxe3+,8.8,e3,715,835,1476,-761,direct,true,offer,0,0,strong,0
69428034285,b,32,Re2+,0,,99980,-10,99970,10,direct,true,allow,3,0,necessary,0
69378865539,w,24,Rxb7,-5,,-439,-9,-530,91,direct,true,allow,0,3.2,sound,0
69378865539,w,26,Ke2,0,,-578,82,-496,-82,direct,true,allow,3.2,0,sound,0
69377834055,w,7,g3,0,,-443,1098,655,-1098,direct,true,allow,3,0,sound,0
69377834055,w,8,Ne2,0,,-472,82,-390,-82,direct,true,allow,5,0,sound,0
69377834055,w,18,Qh1,0,,442,33,475,-33,direct,true,allow,2,0,necessary,0
69377834055,w,19,Bf6,0,,470,107,577,-107,direct,true,allow,0,2,necessary,0
69377834055,w,20,c4,0,,404,183,587,-183,direct,true,allow,0,2,strong,0
69377834055,w,21,Qf3,9,f3,-648,1129,481,-1129,direct,true,offer,0,2,sound,0
69377834055,w,22,Ng5,0,,-925,269,-656,-269,direct,false,allow,0,2,sound,0
69377834055,w,23,Nxf3,-3,,-656,-23,-852,196,direct,false,allow,1,2,sound,0
69377834055,w,24,Be7,3.2,e7,-1011,447,-564,-447,direct,true,offer,0,2,sound,0
69377834055,w,25,Nxd4,0,,-1121,119,-1034,-87,direct,false,allow,0,2,sound,0
69377834055,w,26,Nc6,0,,-1057,18,-1075,18,direct,false,allow,3,2,sound,0
69377834055,w,28,Rd7,5,d7,-815,241,-574,-241,direct,true,offer,1,0,sound,0
69377834055,w,29,Bg2,3.2,g2,-1188,373,-815,-373,direct,true,offer,0,1,sound,0
69374849007,b,12,Bxc6,-3.2,,-664,178,-486,-178,direct,true,allow,3.2,0,sound,0
69374849007,b,23,Rg5,0,,-73,-2,-227,154,direct,false,allow,5,0,sound,0
69374295097,w,5,Ne2,0,,-653,199,-454,-199,direct,true,allow,5,0,sound,0
69374295097,w,12,c4,0,,-710,177,-533,-177,direct,true,allow,2.2,0,sound,0
69374295097,w,13,Nec3,0,,-703,62,-641,-62,direct,false,allow,1,2.2,sound,0
69374295097,w,14,axb5,5,a1,-1070,371,-699,-371,discovered,true,offer,0,0,sound,0
69374295097,w,15,cxb5,0,,-1048,780,-268,-780,direct,false,allow,0,5,sound,0
69374295097,w,20,Kf3,9,f1,-897,897,0,-897,discovered,true,offer,0,0,sound,0
69374295097,w,24,Ra4,0,,-897,104,-793,-104,direct,true,allow,2.8,0,sound,0
69374295097,w,32,Re5,5,e5,-4294,503,-3791,-503,direct,false,offer,0,0.2,sound,0
69374295097,w,34,Ke2,5,e3,-99980,60,,,discovered,false,offer,0,0,sound,0
69373702477,w,12,cxd3,-3,,-114,72,-42,-72,direct,true,allow,3.2,0,sound,0
69373702477,w,22,Nb4,0,,-130,465,335,-465,direct,true,allow,5,0,sound,0
69280581695,b,9,Qxb3,9,b3,-609,829,220,-829,direct,true,offer,0,0,sound,0
69280581695,b,15,Nb3,3.2,c4,-632,120,-512,-120,discovered,true,offer,0,0,sound,0
69280581695,b,16,Nxa1,-5,,-471,-16,-553,82,direct,false,allow,0,3.2,sound,0
69280581695,b,17,f6,0,,-671,333,-338,-333,direct,true,allow,1,3.2,sound,0
69280581695,b,18,Nc7,0,,-615,53,-562,-53,direct,true,allow,1,3.2,sound,0
69280581695,b,25,e6,0,,511,245,756,-245,direct,true,allow,5,0,strong,0
69280581695,b,28,Nc2,3,c2,0,504,504,-504,direct,true,offer,0,0,sound,0
69280581695,b,33,g6,0,,-461,470,9,-470,direct,true,allow,3,0,sound,0
69280581695,b,34,Ne1+,3,e1,-520,432,-88,-432,direct,true,offer,0,0,sound,0
69280581695,b,37,Ng4+,3,g4,362,230,592,-230,direct,true,offer,0,0,strong,0
69280581695,b,69,Ne4,0,,3542,152,,,direct,true,allow,5,0,strong,0
69280581695,b,71,Be5,0,,3538,160,,,direct,true,allow,5,0,strong,0
69280581695,b,73,Nd4+,0,,3540,414,3954,-414,direct,true,allow,5,0,strong,0
69280581695,b,77,Rd2+,0,,3658,590,4248,-590,direct,false,allow,3,0,strong,0
69280581695,b,78,Bg3,3.2,g3,3425,875,4300,-875,direct,false,offer,1,0,strong,0
69169474795,w,17,Kd2,0,,243,99737,99980,-99737,direct,true,allow,9,1,strong,0
69169474795,w,18,gxh8=Q+,4,h8,247,29,,,promotion,true,offer,0,0,necessary,0
69169474795,w,23,Rxc5,5,c5,-472,1041,569,-1041,direct,true,offer,0,0,sound,0
69169474795,w,27,Kc2,0,,-683,23,-707,24,direct,true,allow,5,0,sound,0
69169474795,w,28,Bd4,3,a3,-706,36,-720,14,discovered,false,offer,0,0,sound,0
69169474795,w,47,Be6,3.2,e6,-99980,30,-99950,-30,direct,true,offer,0,0,sound,0
69169474795,w,50,Qh8+,9,h8,-99950,199940,99990,-199940,direct,true,offer,0,0,sound,0
69076347829,b,25,bxc4,1,c4,792,402,1194,-402,direct,true,allow,3.2,0,strong,0
69076347829,b,28,Nxa2,0,,675,294,969,-294,direct,true,allow,3.2,1,strong,0
69076347829,b,49,Rf4+,5,f4,99960,10,99970,-10,direct,true,offer,0,0,necessary,0
69023093493,w,35,c8=Q,7.2,c8,99910,70,99980,-70,promotion,true,offer,0,0,necessary,0
69023093493,w,39,Kc2,5,e1,99930,-10,,,discovered,false,offer,0,0,necessary,0
69022432661,b,20,Nxd3,3,d3,746,163,909,-163,direct,true,offer,0,0,strong,0
68993970175,b,19,cxd4,-2,d4,-410,76,-334,-76,direct,true,allow,5.8,0,sound,0
68993970175,b,32,Nh6,3.2,e7,-1483,567,-916,-567,discovered,true,offer,0,0,sound,0
68993970175,b,33,Nf7,0,,-1841,373,-1468,-373,direct,false,allow,3.2,0,sound,0
68993970175,b,34,Nd8,3,d8,-2180,485,-1710,-470,direct,false,offer,1,0,sound,0
68993970175,b,35,Rf6,5,f6,-99960,40,-99920,-40,direct,true,offer,0,1,sound,0
68948122331,b,8,Ne4,3,e4,-500,559,59,-559,direct,true,offer,0,0,sound,0
68948122331,b,25,Qxd2+,5,d2,-285,639,354,-639,direct,true,offer,0,0,sound,0
68948122331,b,46,fxg1=Q,6,g1,635,354,989,-354,promotion,true,offer,0,0,strong,0
68860979973,w,17,Qf3,0,,-18,506,488,-506,direct,true,allow,2,0,sound,0
68860979973,w,18,exf6,0,,470,228,698,-228,direct,true,allow,0,2,strong,0
68860979973,w,19,Rxb8,-3,,731,-15,664,67,direct,false,allow,1,2,,0
68860979973,w,20,Rb4,0,,535,425,960,-425,direct,true,allow,0,2,strong,0
68860979973,w,21,f7,0,,717,121,838,-121,direct,true,allow,0,2,strong,0
68860979973,w,22,Rb6,0,,534,422,956,-422,direct,true,allow,0,2,strong,0
68860979973,w,24,Nf2,0,,-182,535,353,-535,direct,true,allow,5,0,sound,0
68860979973,w,25,Bc1,0,,46,309,355,-309,direct,false,allow,0,5,strong,0
68860979973,w,40,c5,0,,-408,1699,1291,-1699,direct,true,allow,9,0,sound,0
68860979973,w,42,Bd3,0,,-99960,99067,-893,-99067,direct,false,allow,3,0,sound,0
68860979973,w,43,Rf1,1,h2,-99990,50,,,discovered,false,allow,3.2,0,sound,0
68860979973,w,44,Kh4,1,h2,-99950,0,-99960,10,discovered,true,allow,5,0,sound,0
68860979973,w,45,Kg5,0,,-99970,40,-99950,-20,direct,false,allow,0,5,sound,0
68860979973,w,48,f8=Q,9,f8,-99940,-10,,,promotion,true,offer,0,1,sound,0
68860320943,b,10,Qxg5,9,g5,-581,857,276,-857,direct,true,offer,0,0,sound,0
68860320943,b,24,Bxh3,0,,-636,176,-460,-176,direct,true,allow,3,0,sound,0
68860320943,b,25,Ra6,0,,-574,201,-373,-201,direct,true,allow,0,3,sound,0
68860320943,b,27,c6,0,,-747,44,-703,-44,direct,false,allow,5,1,sound,0
68859226331,w,18,Nxd5,3,d5,-67,331,264,-331,direct,true,offer,0,0,sound,0
68859226331,w,19,fxg5,1,g5,-546,463,-83,-463,direct,true,allow,5,0,sound,0
68820772835,b,27,Nxf3+,2,f3,1376,98564,99940,-98564,direct,false,offer,0,0,strong,0
68820772835,b,31,Re8,0,,99930,-10,99920,10,direct,false,allow,3.2,0,necessary,0
68820772835,b,37,Re3,5,e3,99970,0,99970,0,direct,false,offer,0,0,necessary,0
68819792559,w,16,Bg7,3.2,g7,138,449,587,-449,direct,true,offer,0,0,strong,0
68819792559,w,22,Bg4,3.2,g4,22,606,628,-606,direct,true,offer,3,0,strong,0
68776924307,b,9,Bg7,0,,176,-49,127,49,direct,false,allow,0,2,necessary,0
68776924307,b,10,f6,0,,-316,487,171,-487,direct,true,allow,0,2,sound,0
68776924307,b,11,h5,0,,-300,384,84,-384,direct,true,allow,0,2,sound,0
68776924307,b,12,d6,1,c6,-222,302,80,-302,discovered,true,allow,0,2,sound,0
68776924307,b,21,Rxb3+,5,b3,192,513,705,-513,direct,true,offer,0,0,strong,0
68776924307,b,22,Qh2,0,,202,618,820,-618,direct,true,allow,0,5,strong,0
68776924307,b,23,Qxg1,4,g1,-355,513,158,-513,direct,true,offer,0,0,sound,0
68776924307,b,26,hxg4,0,,-491,54,-455,-36,direct,true,allow,3.2,0,sound,0
68776924307,b,27,Nf6,0,,-577,323,-254,-323,direct,false,allow,0,3.2,sound,0
68776924307,b,30,Rh1,0,,-524,100,-424,-100,direct,true,allow,3,0,sound,0
68776924307,b,34,Nf3,3,f3,594,132,726,-132,direct,true,offer,0,0,strong,0
59831975341,b,15,Bxf3,3.2,f3,503,178,681,-178,direct,true,offer,1,0,strong,0
59831975341,b,16,Ne7,0,,-99990,199930,99940,-199930,direct,false,allow,0,3.2,sound,0
59488143351,w,14,Qc2,0,,-681,143,-538,-143,direct,true,allow,3.2,0,sound,0
59488143351,w,15,Qb2,0,,-761,183,-578,-183,direct,true,allow,0,3.2,sound,0
59488143351,w,16,dxe3,0,,-600,-20,,,direct,false,allow,0,3.2,sound,0
59488143351,w,17,Nd2,0,,-596,395,-201,-395,direct,true,allow,5,3.2,sound,0
59488143351,w,18,Nc4,0,,-868,284,-584,-284,direct,true,allow,0,3.2,sound,0
59488143351,w,21,Nd6+,2,d6,-1326,325,-1001,-325,direct,true,offer,0,0,sound,0
59488143351,w,23,Kd1,1,f2,-1887,400,-1487,-400,discovered,false,allow,5.8,0,sound,0
59488143351,w,24,Bxc1,0.2,d6,-99970,98612,-1358,-98612,discovered,false,allow,0,5.8,sound,0
59488143351,w,25,Ba3,0,,-99960,98251,-1709,-98251,direct,false,allow,0,9,sound,0
59488143351,w,27,Kd2,0,,-99970,30,-99940,-30,direct,false,allow,0,3.2,sound,0
59486465547,b,19,Bd6,0,,-383,-24,-445,62,direct,true,allow,5.8,0,sound,0
59486465547,b,27,Rd7,0,,-548,31,-517,-31,direct,true,allow,3.2,0,sound,0
59486465547,b,31,Ng8,3,g8,-99970,99505,-465,-99505,direct,true,offer,0,0,sound,0
59486465547,b,33,Re7,5,e7,-99990,0,-99990,0,direct,true,offer,1,1,sound,0
59328109305,w,13,a4,0,,215,355,570,-355,direct,true,allow,2,0,strong,0
59328109305,w,22,c7,0,,1358,50,1387,-29,direct,true,allow,4,0,necessary,0
59328109305,w,23,c8=Q,4,c8,99960,-20,,,promotion,false,offer,0,0,necessary,0
59328109305,w,26,Qh8,9,h8,852,99138,99990,-99138,direct,true,offer,0,0,strong,0
59328109305,w,41,b5,0,,752,3624,4376,-3624,direct,true,allow,5,0,strong,0
59328109305,w,43,b7,0,,517,277,794,-277,direct,true,allow,3,0,strong,0
59328109305,w,45,b8=Q,9,b8,0,3950,3950,-3950,promotion,true,offer,0,0,sound,0
