gameId,userColor,moveNumber,san,sacrifice,sacSquare,playedEval,evalLoss,quietAlt,margin,shape,accepted,admitted,fresh,standing,rejectedBy,label
167354727806,b,22,Be7,3.2,e7,-99980,0,-99990,10,direct,true,offer,0,1,sound,0
167327011582,w,20,Rf5,3.2,e7,664,161,825,-161,discovered,true,offer,0,0,strong,0
167327011582,w,21,Ne4,3,e4,498,159,657,-159,direct,true,offer,0,0,strong,0
167327011582,w,32,R5d4,3,f5,0,357,345,-345,discovered,true,offer,0,0,sound,0
167327011582,w,33,Nd6,5,d4,-517,898,381,-898,discovered,true,offer,0,0,sound,0
167327011582,w,34,Re1+,0,,-528,28,-500,-28,direct,false,allow,3,0,sound,0
167326821014,b,7,b5,5,a8,-630,334,-296,-334,discovered,false,offer,1,0,sound,0
167326821014,b,8,c6,0,,-583,294,-289,-294,direct,false,allow,3,1,sound,0
167326821014,b,10,Qe7,3.2,c8,-1846,857,-1091,-755,discovered,true,offer,1,0,sound,0
167326821014,b,16,Qf6,6,f6,-1534,126,-1408,-126,direct,true,offer,0,0,sound,0
167320767906,b,13,Qxe5,2,a8,-219,750,531,-750,discovered,true,offer,0,0,sound,0
167230580484,w,13,Kh1,0,,143,1,134,9,direct,true,allow,3.2,0,necessary,0
167230580484,w,18,Kg1,0,,-806,159,,,direct,true,allow,5,1,sound,0
167230580484,w,26,Qg1,9,g1,-99990,60,-99930,-60,direct,true,offer,0,1,sound,0
167230267044,b,8,Be6,0,,-432,541,109,-541,direct,true,allow,3.2,0,sound,0
167230267044,b,10,Qd6,6,d6,-679,630,-49,-630,direct,true,offer,0,0,sound,0
167213070834,b,14,Qxc7,2.8,c7,-320,701,381,-701,direct,true,offer,0,0,sound,0
167212935136,w,13,Nxa7,0,,-943,100933,99990,-100933,direct,true,allow,4,0.2,sound,0
167212935136,w,14,Kxd1,-5,,-99990,99175,-815,-99175,direct,true,allow,3,0.2,sound,0
167184900996,b,9,Qe4+,5.8,e4,-568,993,425,-993,direct,true,offer,0,0,sound,0
167184900996,b,13,Bxd2+,3.2,d2,-636,216,-420,-216,direct,true,offer,0,0,sound,0
167184900996,b,17,Nd3,5,f8,-99990,99275,-715,-99275,discovered,true,offer,0,0,sound,0
167184900996,b,19,Kh8,5,f8,-99990,20,,,discovered,true,offer,5,0,sound,0
167170656652,w,18,Ng6,0,,-580,215,-365,-215,direct,true,allow,2.2,1,sound,0
167124722552,b,13,Nxe4,3,e4,-456,456,0,-456,direct,true,offer,0,0,sound,0
167124722552,b,14,f5,0,,-704,240,-464,-240,direct,true,allow,3.2,0,sound,0
167124722552,b,30,Qxf3,4,f3,-519,181,-338,-181,direct,true,offer,0,0,sound,0
167124722552,b,31,Rxh2,5,h2,-651,88,-563,-88,direct,false,offer,1,0,sound,0
167124722552,b,37,Kg7,0,,-99960,0,-99960,0,direct,false,allow,5,0,sound,0
167117565258,w,7,c3,0,,-274,130,-144,-130,direct,true,allow,3,0,sound,0
167117565258,w,21,Be5,3.2,e5,-207,588,381,-588,direct,true,offer,5,0,sound,0
167117565258,w,23,Rhd1,1,h2,349,184,533,-184,discovered,false,allow,3.2,0,strong,1
167091326436,w,16,Qe6+,9,e6,330,541,871,-541,direct,true,offer,0,0,strong,0
166905127436,w,21,Ng5+,3,g5,793,22,815,-22,direct,false,offer,0,0,necessary,0
166904355742,w,23,Nb5,3,b5,691,66,757,-66,direct,false,offer,0,1,necessary,0
166904355742,w,29,Qxb7,1,g5,776,99134,99910,-99134,discovered,false,allow,2,0,strong,0
166904355742,w,35,Rxc7,5.8,e8,1098,98862,99960,-98862,discovered,true,offer,0,0,strong,0
166829782102,b,10,Kf8,0,,-710,-33,-764,54,direct,true,allow,3.2,1,sound,0
166829782102,b,11,Re8,0,,-494,75,-642,148,direct,false,allow,0,3.2,sound,0
166829782102,b,12,Kxe8,-9,,-412,21,,,direct,false,allow,0,3.2,sound,0
166788228176,b,11,Nxe4,0,,-504,106,-429,-75,direct,false,allow,2.2,0.2,sound,0
166788228176,b,15,Rfd8,0,,-610,538,-72,-538,direct,true,allow,3.2,0,sound,0
166788228176,b,16,f6,0,,-589,113,-476,-113,direct,false,allow,0,3.2,sound,0
166788228176,b,17,Be6,3,e4,-497,8,-586,89,discovered,true,offer,0,0,sound,0
166788228176,b,23,Rd3,0,,-49,191,142,-191,direct,true,allow,3.2,0,sound,0
166736697506,b,14,f5,0,,1034,374,1408,-374,direct,true,allow,2.2,3,strong,0
166702044334,w,10,g4,1,g4,-330,465,135,-465,direct,true,allow,3,0,sound,0
166702044334,w,13,Nxg5,2,g5,-303,25,-325,22,direct,false,offer,1,1,sound,0
166702044334,w,29,Qxc4,0,,-264,493,229,-493,direct,true,allow,5,0,sound,0
166702044334,w,41,Bg2,0,,-99980,99488,-492,-99488,direct,true,allow,9,0,sound,0
166702044334,w,42,Bc1,3.2,c1,-99990,0,,,direct,true,offer,0,0,sound,0
166702044334,w,43,Kf2,0,,-4290,-95660,,,direct,false,allow,0,3.2,sound,0
166702044334,w,47,Bf3,3.2,f3,-99970,10,-99960,-10,direct,true,offer,0,0,sound,0
166527518328,b,14,Bxc6,0,,-311,-22,-360,49,direct,true,allow,4,0,sound,0
166527518328,b,16,Kxf8,-5,,-454,-17,-550,96,direct,true,allow,0,3.2,sound,0
166527518328,b,18,Bxb4,2.2,b4,-575,39,-540,-35,direct,true,offer,0,0,sound,0
166527518328,b,32,Rxg2,5,g2,-421,39,-382,-39,direct,true,offer,0,0,sound,0
166527481286,w,8,c3,0,,-679,579,-100,-579,direct,true,allow,6,0,sound,0
148318424262,b,12,Kd7,0,,-777,87,-690,-87,direct,true,allow,6,0,sound,0
148318424262,b,23,Ne4,0,,-642,91,-551,-91,direct,true,allow,3.2,0,sound,0
148318424262,b,26,Kf7,0,,-1007,7,-1000,-7,direct,false,allow,5,1,sound,0
148318424262,b,30,Rb8,5,b8,-702,204,-498,-204,direct,true,offer,3,0,sound,0
148318424262,b,36,h5,0,,-925,55,-870,-55,direct,true,allow,3.2,0,sound,0
145883506792,b,24,Rd2,5,d2,-640,187,-453,-187,direct,true,offer,0,0,sound,0
145883506792,b,25,Nb4,3,b4,-806,159,-647,-159,direct,true,offer,0,0,sound,0
145883506792,b,28,Bxc2,3.2,c2,-1215,233,-982,-233,direct,false,offer,0,0,sound,0
145883506792,b,29,Kd6,0,,-1212,-5,,,direct,true,allow,0,3.2,sound,0
145883506792,b,38,Re5,5,e5,-99940,98678,-1262,-98678,direct,true,offer,0,1,sound,0
145883477302,b,3,Ne7,0,,-587,64,-523,-64,direct,true,allow,5,0,sound,0
143869338392,b,21,Be7,0,,-448,212,-236,-212,direct,false,allow,5,0,sound,0
143869338392,b,22,O-O,0,,-565,983,418,-983,direct,true,allow,3.2,0,sound,0
143869338392,b,23,Qh4,0,,-11,571,560,-571,direct,true,allow,0,3.2,sound,0
143240654768,b,12,a5,0,,-300,385,85,-385,direct,true,allow,3,0.2,sound,0
143240654768,b,13,a4,0,,99,129,228,-129,direct,false,allow,0,3,strong,0
143240654768,b,14,Bh6,0,,-334,567,233,-567,direct,true,allow,0,3,sound,0
143240654768,b,15,Bxe4,0.2,e4,-546,221,-325,-221,direct,true,allow,3.2,0,sound,0
143240654768,b,16,f5,0,,-587,182,-405,-182,direct,true,allow,0,3.2,sound,0
143240654768,b,23,Ra5,0,,-1358,565,-793,-565,direct,true,allow,9,0,sound,0
143240654768,b,25,Ne7,3,e7,-99920,-10,-99950,30,direct,true,offer,1,0,sound,0
143240654768,b,26,Rf7,5,f7,-99970,20,-99950,-20,direct,true,offer,0,1,sound,0
144313175967,w,19,Qxb7,0,,984,27,1011,-27,direct,true,allow,3.2,0,necessary,0
144313175967,w,27,O-O-O,0,,99940,20,99960,-20,direct,false,allow,3,0,necessary,0
144313175967,w,29,cxb4,-3.2,,99970,-10,99960,10,direct,true,allow,2,0,necessary,0
144313175967,w,30,bxa5,0,,99980,0,99980,0,direct,true,allow,0,2,necessary,0
144313175967,w,31,Rd5,0,,99980,10,99990,-10,direct,false,allow,0,2,necessary,0
144313175967,w,32,Qd6,0,,99970,10,99980,-10,direct,false,allow,0,2,necessary,0
144312566059,b,25,Rd3+,4.8,d3,1164,98786,99930,-98766,direct,true,offer,0,0,strong,0
139473689526,w,16,f4,0,,495,-23,472,23,direct,false,allow,2,0,necessary,0
139473689526,w,35,Kf3,0,,108,457,565,-457,direct,false,allow,3,0,strong,0
139473689526,w,37,Qb3,0,,-99950,100511,561,-100511,direct,false,allow,3,0,sound,0
139473689526,w,41,Kd2,9,b3,-99940,-20,,,discovered,false,offer,5,0,sound,0
139473689526,w,42,Kc2,0,,-99970,20,-99950,-20,direct,false,allow,1,5,sound,0
138541704198,w,5,O-O,0,,-424,487,63,-487,direct,true,allow,3.2,0,sound,0
138541704198,w,15,a3,0,,-583,404,-179,-404,direct,true,allow,3,0,sound,0
138541704198,w,16,b4,0,,-599,311,-288,-311,direct,false,allow,0,3,sound,0
138541704198,w,21,Qf3+,9,f3,-99910,99309,-601,-99309,direct,true,offer,0,0,sound,0
138092914014,b,26,e3,1,e3,-793,139,-654,-139,direct,false,allow,9,1,sound,0
138092914014,b,27,Qxb4,5,a8,-99990,99142,-861,-99129,discovered,false,offer,0,1,sound,0
138092914014,b,31,Kf7,5,h8,-99980,30,,,discovered,false,offer,0,1,sound,0
138092867846,b,9,Bxh3,-5.8,h3,556,106,662,-106,direct,true,allow,2,0,necessary,0
121025442216,w,20,Qd3,0,,464,-38,37,427,direct,false,allow,3,0,,0
121025442216,w,26,Bxg5,3,g6,146,375,521,-375,discovered,false,offer,0,0,strong,0
121025442216,w,30,Bh6,3.2,h6,-125,605,480,-605,direct,true,offer,0,0,sound,0
125087975529,w,10,g3,0,,-282,742,460,-742,direct,true,allow,3,0,sound,0
125087975529,w,11,Re1,0,,-511,183,-328,-183,direct,true,allow,3.2,0,sound,0
125087975529,w,13,Bg5,0,,-278,140,-138,-140,direct,false,allow,3.2,0,sound,0
125087975529,w,19,Be5,3.2,e5,-392,852,460,-852,direct,true,offer,0,0,sound,0
125087975529,w,21,Nxd5+,2,d5,-399,12,-512,113,direct,true,offer,0,0,sound,0
125087975529,w,28,Qb5,4,b5,-99980,70,-99920,-60,direct,false,offer,1,1,sound,0
125087975529,w,34,Rd7+,5,d7,-884,23,-861,-23,direct,true,offer,0,0,sound,0
125087975529,w,36,Kg2,0,,-968,-7,-984,16,direct,true,allow,5,0,sound,0
125087975529,w,45,Rf1,5,f1,-99990,40,-99950,-40,direct,false,offer,0,0,sound,0
125087975529,w,46,f5,1,f5,-99940,-10,-99970,30,direct,false,allow,0,5,sound,0
125087975529,w,47,g4,0,,-99960,98784,-1176,-98784,direct,true,allow,0,5,sound,0
125086814631,w,5,Bxf7+,3.2,f7,-235,-15,-251,16,direct,true,offer,0,0,sound,0
125086814631,w,9,d5+,3,e5,33,321,354,-321,discovered,true,offer,0,0,strong,0
125086814631,w,28,Nf5,3,f5,606,34,640,-34,direct,false,offer,0,0,necessary,0
124643355777,b,27,Kxd6,-3,,866,-64,588,278,direct,false,allow,5,0,,0
124643355777,b,34,Bxe1,-5,,1207,34,1241,-34,direct,true,allow,3.2,0,necessary,0
124643355777,b,38,Rxb3,0,,1046,307,1353,-307,direct,true,allow,3.2,0,strong,0
124222226341,b,16,Qe3+,9,e3,-633,1136,503,-1136,direct,true,offer,0,0,sound,0
123260503855,b,26,Qxc1,4,c1,1218,20,1238,-20,direct,true,offer,0,0,necessary,0
123260503855,b,30,f5,3,g5,1075,242,1317,-242,discovered,true,offer,0,0,strong,0
123260421649,w,7,Bg5,3.2,g5,-239,676,437,-676,direct,true,offer,0,0,sound,0
123260421649,w,15,Nc3,3,c3,-364,801,437,-801,direct,true,offer,0,1,sound,0
123260421649,w,16,Qd2,5,a1,-363,-22,-385,22,discovered,true,offer,0,1,sound,0
123260421649,w,19,Qxb4,-9,,1075,-86,952,123,direct,false,allow,0,3.2,,0
123032431385,b,31,Qh4,0,,4871,95109,99980,-95109,direct,true,allow,5,0,strong,0
123032431385,b,32,Qxh3,0,,99960,10,99970,-10,direct,false,allow,3,0,necessary,0
123010260621,b,21,Na1+,3,a1,-16,28,12,-28,direct,true,offer,0,0,sound,0
122950453247,b,10,Bxc3+,3.2,c3,-187,388,201,-388,direct,true,offer,0,0,sound,0
120125376890,w,14,Nxh8,4,h5,-179,497,318,-497,discovered,true,offer,0,0,sound,0
120125376890,w,18,Nb6,0,,-305,14,-291,-14,direct,false,allow,3,0,sound,0
120125376890,w,19,Nxd7,-0.2,d7,-322,12,-310,-12,direct,false,allow,0,3,sound,0
120125376890,w,20,Ng6,3,g6,-459,139,-320,-139,direct,true,offer,0,0,sound,0
122670316019,w,11,Bxa8,-5,,807,322,1129,-322,direct,true,allow,3.2,0,strong,0
122670316019,w,14,Qe2+,5.8,e2,1103,300,1403,-300,direct,true,offer,0,0,strong,0
122670316019,w,17,Nxd5,0,,848,54,902,-54,direct,false,allow,3.2,0,necessary,0
122670316019,w,18,Bc6,0,,966,186,1152,-186,direct,true,allow,3,0,strong,0
122670316019,w,25,Bd5+,5,d7,615,99345,99960,-99345,discovered,true,offer,0,0,strong,0
120044948876,b,8,Nxe4,3,e4,-324,271,-53,-271,direct,true,offer,0,0,sound,0
120044948876,b,28,Ra1+,5,a1,-657,1360,703,-1360,direct,true,offer,0,0,sound,0
120044948876,b,31,c1=Q+,9,c1,-677,-40,,,promotion,true,offer,0,0,sound,0
120044948876,b,34,Kf7,5,c8,-650,-2,,,discovered,false,offer,0,0,sound,0
119893374256,w,11,Rxf2,2,f2,-330,148,-182,-148,direct,true,offer,0,0,sound,0
119893374256,w,23,h4,0,,-591,122,-469,-122,direct,true,allow,2,0,sound,0
119813617808,b,4,Nb5,3,b5,-490,368,-122,-368,direct,true,offer,0,0,sound,0
119609115964,w,7,Qf3,0,,-207,458,251,-458,direct,true,allow,3,0,sound,0
119607607098,w,24,Qe4,0,,689,-5,684,5,direct,false,allow,3.2,0,necessary,0
119607607098,w,26,Qxc8,-3.2,,902,-13,838,64,direct,false,allow,3,0,,0
119591738514,b,8,Bf5,3,h5,-436,431,-5,-431,discovered,true,offer,0,0,sound,0
119591738514,b,9,dxe4,0,,-313,85,-228,-85,direct,true,allow,0,3,sound,0
119591738514,b,10,exd3,1,d3,-290,245,-45,-245,direct,true,allow,0,3,sound,0
119591738514,b,11,Bxd3,3.2,d3,-520,601,81,-601,direct,true,offer,0,3,sound,0
119591738514,b,12,Bb4,3.2,b4,-670,249,-421,-249,direct,false,offer,0,3,sound,0
119591738514,b,16,c5,0,,-621,35,-586,-35,direct,false,allow,3,0,sound,0
119591738514,b,21,Rd6,5,c8,-1317,568,-749,-568,discovered,true,offer,0,0,sound,0
119591738514,b,24,Nc5,3,c5,-739,387,-352,-387,direct,false,offer,1,1,sound,0
119591738514,b,34,f4,0,,-1150,92,-1058,-92,direct,true,allow,3.2,1.8,sound,0
119591738514,b,42,Kd7,0,,-1165,-70,-4118,2953,direct,true,allow,3,0,sound,0
119583082324,b,27,g6,0,,-547,295,-252,-295,direct,true,allow,5,0,sound,0
119583082324,b,28,Re8,0,,-555,11,-578,23,direct,false,allow,3,0,sound,0
119583082324,b,29,Qxf4,-3.2,,-717,196,-521,-196,direct,true,allow,5,0,sound,0
119583082324,b,41,Bd8,0,,-535,234,-301,-234,direct,true,allow,3,0,sound,0
119583082324,b,42,Nb4,2,d8,-618,618,0,-618,discovered,true,offer,1.2,0,sound,0
119583082324,b,60,Kd6,0,,-99990,0,,,direct,false,allow,3,0,sound,0
119582674140,w,32,Nxb5,5,d1,530,632,1162,-632,discovered,true,offer,0,0,strong,0
119582674140,w,34,a5,1,b5,880,141,986,-106,discovered,false,allow,2,0,strong,0
119582674140,w,36,Nxc8,-5,,1037,207,1244,-207,direct,true,allow,5,0,strong,0
119582674140,w,39,Nxe7,-2,e7,532,525,1057,-525,direct,true,allow,9,0,strong,0
119582674140,w,43,Nf3,3.2,f5,-558,10,-548,-10,discovered,true,offer,0,1,sound,0
119582674140,w,52,Nf6+,3,d6,-4452,-95448,,,discovered,true,offer,0,0,sound,0
119582674140,w,53,b5+,1,b5,-993,61,-932,-61,direct,false,allow,0,3,sound,0
119582432926,b,13,Bxd4,3.2,d4,-589,229,-360,-229,direct,true,offer,0,0,sound,0
119582432926,b,14,Nxd4,0,d4,-567,-16,-583,16,direct,true,allow,3.2,0,sound,0
119582432926,b,15,c5,0,,-617,35,-582,-35,direct,true,allow,0,3.2,sound,0
119582432926,b,16,Qc7,0,,-597,367,-230,-367,direct,true,allow,0,3.2,sound,0
119582432926,b,17,Rfe8,0,,-639,1087,448,-1087,direct,true,allow,0,3.2,sound,0
119582432926,b,23,Kh8,0,,-99900,98013,,,direct,true,allow,5,0,sound,0
113407772253,b,13,Bb5,0,,739,95,771,-32,direct,false,allow,2,0,necessary,0
113407772253,b,14,g5,0,,862,58,920,-58,direct,false,allow,0,2,necessary,0
113407772253,b,15,Bd6,0,,699,198,897,-198,direct,false,allow,0,2,strong,0
113407772253,b,16,Kxg7,-9,,1060,-8,,,direct,true,allow,0,2,necessary,0
113407772253,b,17,Qxg5,-3.2,,1167,177,1344,-177,direct,true,allow,0,2,strong,0
79545552221,b,9,Qd7,5,a8,-635,432,-203,-432,discovered,true,offer,0,0,sound,0
79544531507,b,4,Bb4,3.2,b4,-550,580,30,-580,direct,true,offer,0,0,sound,0
79544531507,b,8,Nxe4,3,e4,-698,191,-507,-191,direct,true,offer,0,0,sound,0
79544531507,b,17,Nb4,0,,-650,227,-423,-227,direct,true,allow,3.2,0,sound,0
79544531507,b,33,Ne3,0,,-629,86,-543,-86,direct,true,allow,5,0,sound,0
79544531507,b,52,Kh7,0,,-99980,10,-99970,-10,direct,false,allow,5,0,sound,0
78243147445,w,13,Ba3,3.2,a3,-400,246,-154,-246,direct,true,offer,0,0,sound,0
78243147445,w,18,O-O-O,0,,-99990,99269,-721,-99269,direct,false,allow,5,1,sound,0
78243147445,w,20,Bxb5,3.2,b5,-583,110,-473,-110,direct,true,offer,0,0,sound,0
78243147445,w,25,Kb3,0,,-866,-13,,,direct,true,allow,9,1,sound,0
78243147445,w,35,Ra1,0,,-99940,98947,-993,-98947,direct,true,allow,3,0,sound,0
78243147445,w,37,Kb3,1.8,a1,-1378,40,-99960,98582,discovered,false,allow,2,0,sound,0
78243147445,w,38,a7,0,,-99950,98902,-1048,-98902,direct,true,allow,3.2,1.8,sound,0
77570737331,b,4,Nxd4,3,d4,-443,443,0,-443,direct,true,offer,0,0,sound,0
77570737331,b,8,Qf6,0,,-550,2,-669,119,direct,false,allow,5,0,sound,0
77570737331,b,17,Kd7,0,,-388,55,-421,33,direct,true,allow,2,0,sound,0
77570737331,b,20,Bc5,0,,-617,240,-377,-240,direct,true,allow,3,1,sound,0
77570737331,b,28,Kd7,0,,-1121,425,-696,-425,direct,true,allow,3.2,0,sound,0
77570098677,w,16,Qe3,5.8,e3,-348,767,419,-767,direct,true,offer,0,0,sound,0
77570098677,w,19,Nxd5,0,d5,-410,56,-354,-56,direct,false,allow,3,0,sound,0
77570098677,w,21,Nxf5,-3.2,,-707,-3,-710,3,direct,true,allow,3.2,0,sound,0
77570098677,w,27,Ne5,3,e5,-99890,98841,-1805,-98085,direct,false,offer,1,0,sound,0
75816571857,b,19,cxb4,1,b4,-330,19,-311,-19,direct,false,allow,3,0,sound,0
75816571857,b,23,Qe6,9,e6,-553,432,-121,-432,direct,true,offer,0,0,sound,0
75816571857,b,38,d5,1,d5,-3789,3182,-607,-3182,direct,false,allow,5,0,sound,0
75730344201,b,4,Nh5,3,h5,-357,316,-41,-316,direct,true,offer,0,0,sound,0
75730344201,b,10,Nxd4,3,d4,-537,158,-379,-158,direct,true,offer,0,0,sound,0
75730344201,b,15,Bxb4,3.2,b4,-671,125,-546,-125,direct,true,offer,0,0,sound,0
75730344201,b,19,Be6,3.2,e6,-920,-9,-987,67,direct,false,offer,0,0,sound,0
75729696237,w,11,Qd2,3,f3,-536,268,-268,-268,discovered,true,offer,0,0,sound,0
75729696237,w,16,Bf4,2.2,f4,-321,447,126,-447,direct,true,offer,0,0,sound,0
75729696237,w,17,Nxc7,0,,-153,543,390,-543,direct,false,allow,1,2.2,sound,0
75729696237,w,18,Nxa8,-2,a8,149,33,138,11,direct,true,allow,0,2.2,necessary,0
75729696237,w,19,Bd3,0,,194,18,212,-18,direct,false,allow,0,2.2,necessary,0
75729696237,w,20,c3,0,,0,194,194,-194,direct,false,allow,0,2.2,sound,0
75729696237,w,29,Kd2,5,a1,617,-18,,,discovered,false,offer,0,0,necessary,0
75090759031,w,9,d5,2,e5,-639,387,-252,-387,discovered,true,offer,0,1,sound,0
75090759031,w,10,dxc6,0.2,b5,-670,51,-619,-51,discovered,false,allow,3.2,1,sound,0
75090759031,w,11,Bh4,0,,-1034,510,-524,-510,direct,true,allow,0,3.2,sound,0
75090759031,w,15,Rd1,2,d1,-834,69,-765,-69,direct,true,offer,0,0,sound,0
75090176179,b,12,Nxd5,3,d5,25,66,91,-66,direct,false,offer,0,0,necessary,0
75090176179,b,25,Ke6,0,,-542,556,14,-556,direct,false,allow,3,0,sound,0
75090176179,b,26,Rxd6,-5,,-455,2,-534,79,direct,false,allow,0,3,sound,0
75090176179,b,41,Nf5+,3,f5,-99830,98741,-1089,-98741,direct,true,offer,0,0,sound,0
75047512111,b,13,Nf5,0,,-197,416,219,-416,direct,false,allow,3,0,sound,0
75047512111,b,14,Nc3,3,c3,-14,147,88,-102,direct,true,offer,0,0,sound,0
75047512111,b,18,h6,0,,-212,371,159,-371,direct,false,allow,3,0,sound,0
75047047669,w,15,Qe6+,9,e6,-62,1026,964,-1026,direct,true,offer,0,0,sound,0
75046302171,b,14,fxe5,0,,46,22,68,-22,direct,true,allow,2,0,necessary,1
75046302171,b,24,Bf5,3.2,f5,-99990,10,-99990,0,direct,false,offer,1,0,sound,0
74787123513,w,11,Re1,5,e1,-99870,100277,407,-100277,direct,true,offer,5.8,0,sound,0
74787123513,w,12,Qb3,0,,-802,852,50,-852,direct,true,allow,0,5,sound,0
74787123513,w,13,Bf1,0,,-794,1,,,direct,true,allow,3.2,0,sound,0
74787123513,w,14,Qb5,0,,-925,316,-609,-316,direct,true,allow,0,3.2,sound,0
74787123513,w,19,Nf3,4,d3,-605,4,-623,18,discovered,true,offer,0,0,sound,0
74787123513,w,22,Rb2,3.2,c1,-857,282,-575,-282,discovered,true,offer,0,0,sound,0
74787123513,w,23,b5,0,,-1080,201,-879,-201,direct,true,allow,3,0,sound,0
74787123513,w,24,Rxb5,0,,-1043,114,-929,-114,direct,false,allow,0,3,sound,0
74787123513,w,27,f4,0,,-99980,99205,-775,-99205,direct,false,allow,5,0,sound,0
74786072525,w,21,Bh3,3.2,h3,-623,263,-360,-263,direct,true,offer,1,0,sound,0
74786072525,w,22,Kc2,0,,-586,184,-402,-184,direct,true,allow,0,3.2,sound,0
74786072525,w,23,dxe5,1,c5,-557,141,-416,-141,discovered,true,allow,0,3.2,sound,0
74786072525,w,24,Nd4,0,,-452,-23,-475,23,direct,true,allow,0,3.2,sound,0
74786072525,w,25,Nxc6,-0.2,c6,-347,548,201,-548,direct,false,allow,0,3.2,sound,0
74786072525,w,26,Rd3,5,d3,-660,212,-448,-212,direct,true,offer,0,3.2,sound,0
74786072525,w,27,Rb1,0,,-893,324,-683,-210,direct,true,allow,0,5,sound,0
74786072525,w,28,Rf1,0,,-957,337,-620,-337,direct,true,allow,0,5,sound,0
74786072525,w,29,Kb2,0,,-998,41,-1013,15,direct,true,allow,0,3.2,sound,0
74786072525,w,34,Rxd5+,4,d5,-99940,98910,-1030,-98910,direct,true,offer,0,0,sound,0
74786072525,w,35,c6,0,,-99950,40,-99910,-40,direct,true,allow,1,4,sound,0
74786072525,w,36,Rd1,5,d1,-1476,-16,,,direct,true,offer,0,1,sound,0
74786072525,w,37,Qxd1,4,d1,-99960,0,,,direct,true,offer,0,1,sound,0
74109630979,b,17,Rxa4,-9,,683,-28,551,132,direct,false,allow,2.2,0,,0
74109132251,w,15,Nxh5,-3,,-299,299,0,-299,direct,true,allow,3.2,0,sound,0
73402449343,w,10,Nxd4,-3,,-307,911,604,-911,direct,true,allow,3.2,0,sound,0
73402449343,w,12,Bf4,0,,-607,328,-279,-328,direct,false,allow,3.2,0,sound,0
73402449343,w,13,Kf2,0,,-700,101,-607,-93,direct,true,allow,3.2,3.2,sound,0
73402449343,w,14,Kg3,0,,-683,-1,-684,1,direct,true,allow,0,3.2,sound,0
73402449343,w,23,Kh4,1,h2,-1023,-2,,,discovered,false,allow,2,0,sound,0
73402449343,w,26,hxg3,-3.2,,-1277,609,-668,-609,direct,true,allow,5,0,sound,0
73401873349,b,9,g5,0,,-606,480,-126,-480,direct,true,allow,3.2,0.2,sound,0
73401873349,b,10,Bxd4,3.2,d4,-805,191,-614,-191,direct,true,offer,0,0,sound,0
73401873349,b,27,Rb7,5,b7,-1075,430,-645,-430,direct,true,offer,9,0,sound,0
73401873349,b,28,Kb8,5,d8,-4359,3268,-1091,-3268,discovered,true,offer,0,9,sound,0
73401873349,b,29,Kxb7,-3.2,,-99960,0,,,direct,false,allow,1,9,sound,0
73056434083,b,13,Ne3,3,e3,107,509,616,-509,direct,true,offer,0,0,strong,0
73056434083,b,14,Nc2+,3,c2,521,69,590,-69,direct,true,offer,0,0,necessary,0
73055868147,w,12,Nxb5,2,b5,690,257,947,-257,direct,false,offer,0,0,strong,0
73055868147,w,19,Bxa6,0,,99980,10,99990,-10,direct,false,allow,2,0,necessary,0
73055868147,w,22,Qxd6+,3,a7,99980,0,99980,0,discovered,true,offer,0,0,necessary,0
73055820237,b,3,Qxh4,9,h4,-667,754,87,-754,direct,true,offer,0,0,sound,0
72639906139,b,5,Nxd4,3,d4,-496,444,-52,-444,direct,true,offer,0,0,sound,0
72639906139,b,13,Rg6,0,,-907,200,-707,-200,direct,true,allow,5,0,sound,0
72639906139,b,14,Rc6,0,,-957,23,-934,-23,direct,true,allow,3,0,sound,0
72576138697,b,9,Nge7,0,,-463,248,-215,-248,direct,true,allow,2,0,sound,0
72576138697,b,19,Qe6,9,e6,-773,689,-84,-689,direct,true,offer,0,0,sound,0
72576138697,b,23,Nc6,3,c6,-947,179,-768,-179,direct,true,offer,1,0,sound,0
72537756875,w,10,Bxe7,0,e7,-275,469,194,-469,direct,false,allow,5,0,sound,0
72537756875,w,11,Kd2,0,,-500,1210,710,-1210,direct,true,allow,1,3.2,sound,0
72537756875,w,12,Nc3,0,,509,27,536,-27,direct,false,allow,0,3.2,necessary,0
72537756875,w,13,Rb1,0,,470,263,733,-263,direct,false,allow,0,3.2,strong,0
72537756875,w,14,Nxb1,-9,,122,452,574,-452,direct,true,allow,0,3.2,strong,0
72537756875,w,20,Qxh6+,0,,-267,327,60,-327,direct,true,allow,3,0,sound,0
72537756875,w,32,Na4,3,a4,-642,180,-462,-180,direct,true,offer,0,0,sound,0
72537756875,w,43,Bf5,0,,-462,1169,707,-1169,direct,true,allow,6,0,sound,0
72537756875,w,44,Bxe6,-3,,-660,159,-501,-159,direct,true,allow,3,0,sound,0
72537756875,w,57,Bxa2,3.2,a2,-99910,10,-99900,-10,direct,true,offer,0,0,sound,0
72369273649,w,5,dxc5,-3.2,,173,11,78,95,direct,true,allow,3.2,1,,0
72369273649,w,9,Bg5+,3.2,g5,-307,459,152,-459,direct,true,offer,0,0,sound,0
72369273649,w,16,Bf6+,3.2,f6,-333,459,126,-459,direct,true,offer,0,0,sound,0
72369273649,w,17,c6,0,,-345,61,-310,-35,direct,true,allow,3,3.2,sound,0
72369273649,w,18,Be5,0,,-394,159,-235,-159,direct,true,allow,1,3,sound,0
